Participant_Treatment,Trial_Name,Connection,Reaction_Time_ms,Total_Time_ms,Wrong_Guesses_Before_Correct_One
Ryan_Con1,Experimental_Ascending_1,F-6,839.6879999199882,44928.75069996808,0
Ryan_Con1,Experimental_Descending_1,Start-F,3110.365099972114,3110.3766000596806,0
Ryan_Con1,Experimental_Descending_1,F-6,1416.1992999725044,4680.173500091769,0
Ryan_Con1,Experimental_Descending_1,6-octagon,2255.721400026232,7036.526800016873,0
Ryan_Con1,Experimental_Descending_1,octagon-E,3933.457199949771,11137.701000086963,0
Ryan_Con1,Experimental_Descending_1,E-5,2120.0181000167504,13404.484100057743,0
Ryan_Con1,Experimental_Descending_1,5-heptagon,2294.011899968609,15855.552799999714,0
Ryan_Con1,Experimental_Descending_1,heptagon-D,4522.005899925716,20549.43610006012,0
Ryan_Con1,Experimental_Descending_1,D-4,3248.8092000130564,23954.965400043875,0
Ryan_Con1,Experimental_Descending_1,4-hexagon,3475.4965000320226,27580.726700020023,1
Ryan_Con1,Experimental_Descending_1,hexagon-C,2120.3780999640003,29849.229100043885,0
Ryan_Con1,Experimental_Descending_1,C-3,2004.1560999816284,31977.907699998468,0
Ryan_Con1,Experimental_Descending_1,3-pentagon,1574.822900001891,33740.29950005934,0
Ryan_Con1,Experimental_Descending_1,pentagon-B,3379.8188000218943,37266.22860005591,0
Ryan_Con1,Experimental_Descending_1,B-2,1211.6797999478877,38645.817000069655,0
Ryan_Con1,Experimental_Descending_1,2-square,2318.1059000780806,41119.43720001727,0
Ryan_Con1,Experimental_Descending_1,square-A,1789.1733999131247,43030.796200037,0
Ryan_Con1,Experimental_Descending_1,A-1,1375.5107000470161,44581.54959999956,0
Ryan_Con1,Experimental_Descending_1,1-triangle,466.47240000311285,45193.63680004608,0
Ryan_Con1,Experimental_Ascending_2,Start-A,4848.812900017947,4848.823699983768,0
Ryan_Con1,Experimental_Ascending_2,A-1,1644.7039999766275,6624.719599960372,0
Ryan_Con1,Experimental_Ascending_2,1-triangle,1776.0275000473484,8512.894799932837,0
Ryan_Con1,Experimental_Ascending_2,triangle-B,3926.3063999824226,12562.0929999277,0
Ryan_Con1,Experimental_Ascending_2,B-2,2468.851099954918,15145.604699966498,0
Ryan_Con1,Experimental_Ascending_2,2-square,1044.2778000142425,16329.907499952242,0
Ryan_Con1,Experimental_Ascending_2,square-C,4307.084100088105,20758.858799934387,0
Ryan_Con1,Experimental_Ascending_2,C-3,2736.9311000220478,23657.229400007054,0
Ryan_Con1,Experimental_Ascending_2,3-pentagon,2717.0090000145137,26468.005399918184,0
Ryan_Con1,Experimental_Ascending_2,pentagon-D,1811.3983999937773,28404.708799906075,0
Ryan_Con1,Experimental_Ascending_2,D-4,1552.8348999796435,30071.105899987742,0
Ryan_Con1,Experimental_Ascending_2,4-hexagon,3169.672799995169,33392.65459997114,0
Ryan_Con1,Experimental_Ascending_2,hexagon-E,4290.255300002173,37842.50889997929,0
Ryan_Con1,Experimental_Ascending_2,E-5,2092.2971999971196,40089.48939992115,0
Ryan_Con1,Experimental_Ascending_2,5-heptagon,1294.4439999992028,41473.98739994969,0
Ryan_Con1,Experimental_Ascending_2,heptagon-F,1208.5490999743342,42794.812400010414,0
Ryan_Con1,Experimental_Ascending_2,F-6,813.3025999413803,43762.56319996901,0
Ryan_Con1,Experimental_Ascending_2,6-octagon,1954.1281000711024,45839.09539994784,0
Ryan_Con1,Experimental_Descending_2,Start-octagon,2882.422599941492,2882.43420002982,0
Ryan_Con1,Experimental_Descending_2,octagon-F,5385.296600055881,8421.535899979062,0
Ryan_Con1,Experimental_Descending_2,F-6,1607.4403999373317,10170.517800026573,0
Ryan_Con1,Experimental_Descending_2,6-heptagon,2014.4451999804005,12319.726399960928,0
Ryan_Con1,Experimental_Descending_2,heptagon-E,3092.4874000484124,15567.0787000563,0
Ryan_Con1,Experimental_Descending_2,E-5,1089.7012000204995,16789.815500029363,0
Ryan_Con1,Experimental_Descending_2,5-hexagon,1586.0965999308974,18500.402600038797,0
Ryan_Con1,Experimental_Descending_2,hexagon-D,3612.085899920203,22265.676200040616,0
Ryan_Con1,Experimental_Descending_2,D-4,3099.2946999613196,25515.41840005666,0
Ryan_Con1,Experimental_Descending_2,4-pentagon,2911.098500015214,28587.637300021015,1
Ryan_Con1,Experimental_Descending_2,pentagon-C,6677.744499989785,35390.18370001577,1
Ryan_Con1,Experimental_Descending_2,C-3,876.962500042282,36399.5657999767,0
Ryan_Con1,Experimental_Descending_2,3-square,1268.1073000421748,37802.22529999446,0
Ryan_Con1,Experimental_Descending_2,square-B,3095.868599950336,41011.1387000652,0
Ryan_Con1,Experimental_Descending_2,B-2,1773.4224000014365,42950.61389997136,0
Ryan_Con1,Experimental_Descending_2,2-triangle,7688.995899981819,50760.49400004558,1
Ryan_Con1,Experimental_Descending_2,triangle-A,538.4517000056803,51457.63239997905,0
Ryan_Con1,Experimental_Descending_2,A-1,778.2154000597075,52371.51259998791,0
Ryan_Con1,Experimental_Ascending_3,Start-1,2673.7171000568196,2673.7285000272095,0
Ryan_Con1,Experimental_Ascending_3,1-triangle,2802.908100071363,5595.660399994813,0
Ryan_Con1,Experimental_Ascending_3,triangle-A,2203.6056999349967,7954.8915000632405,0
Ryan_Con1,Experimental_Ascending_3,A-2,2826.035700039938,10924.141900031827,0
Ryan_Con1,Experimental_Ascending_3,2-square,3782.7234000433236,14884.265100001357,0
Ryan_Con1,Experimental_Ascending_3,square-B,13564.290899899788,28594.01770005934,2
Ryan_Con1,Experimental_Ascending_3,B-3,6707.23389997147,35434.14820008911,1
Ryan_Con1,Experimental_Ascending_3,3-pentagon,2306.1375999823213,37897.867700085044,0
Ryan_Con1,Experimental_Ascending_3,pentagon-C,3208.517099963501,41230.82150006667,0
Ryan_Con1,Experimental_Ascending_3,C-4,4966.749100014567,46334.78959999047,1
Ryan_Con1,Experimental_Ascending_3,4-hexagon,18806.709199910983,65278.81010004785,7
Ryan_Con1,Experimental_Ascending_3,hexagon-D,2902.06719993148,68332.21810008399,0
Ryan_Con1,Experimental_Ascending_3,D-5,1451.585799921304,69920.58340006042,0
Ryan_Con1,Experimental_Ascending_3,5-heptagon,1890.8589000348002,71978.56459999457,0
Ryan_Con1,Experimental_Ascending_3,heptagon-E,4056.448800023645,76154.51750007924,0
Ryan_Con1,Experimental_Ascending_3,E-6,1716.7093000607565,78044.44820003118,0
Ryan_Con1,Experimental_Ascending_3,6-octagon,2535.5948000214994,80736.33310000878,2
Ryan_Con1,Experimental_Ascending_3,octagon-F,591.8987999903038,81485.65620009322,0
Ryan_Con1,Experimental_Descending_3,Start-6,5949.474999913946,5949.48770001065,0
Ryan_Con1,Experimental_Descending_3,6-octagon,5691.260199993849,11775.608199997805,0
Ryan_Con1,Experimental_Descending_3,octagon-F,5230.147000052966,17177.339499932714,0
Ryan_Con1,Experimental_Descending_3,F-5,5831.736500025727,23176.09880003147,0
Ryan_Con1,Experimental_Descending_3,5-heptagon,1358.0510000465438,24657.760299975052,0
Ryan_Con1,Experimental_Descending_3,heptagon-E,2635.40919998195,27441.11170002725,0
Ryan_Con1,Experimental_Descending_3,E-4,1799.4513000594452,29329.139999928884,0
Ryan_Con1,Experimental_Descending_3,4-hexagon,1486.480100080371,30943.05879995227,0
Ryan_Con1,Experimental_Descending_3,hexagon-D,2011.7667000740767,33070.321499952115,0
Ryan_Con1,Experimental_Descending_3,D-3,1532.9762999899685,34781.75520000514,0
Ryan_Con1,Experimental_Descending_3,3-pentagon,2930.897400015965,37837.41469995584,1
Ryan_Con1,Experimental_Descending_3,pentagon-C,2611.70150001999,40625.76999992598,0
Ryan_Con1,Experimental_Descending_3,C-2,2064.8930999450386,42844.74319999572,0
Ryan_Con1,Experimental_Descending_3,2-square,3283.727700007148,46262.632000027224,0
Ryan_Con1,Experimental_Descending_3,square-B,799.9506000196561,47207.62719993945,0
Ryan_Con1,Experimental_Descending_3,B-1,1822.439800016582,49176.11779994331,0
Ryan_Con1,Experimental_Descending_3,1-triangle,834.5818999223411,50101.57990001608,0
Ryan_Con1,Experimental_Descending_3,triangle-A,812.4965000897646,51028.87389995158,0
